,unixtimestap,open,high,low,close,vwap,volume,count
614,1673308800.0,24859.3,25377.8,24814.3,25295.4,25108.5,9.29873719,307.0
615,1673395200.0,25290.0,26005.8,25104.7,26005.8,25303.2,15.31106852,668.0
616,1673481600.0,25977.8,27315.4,25900.0,27096.0,26342.8,11.07651447,623.0
617,1673568000.0,27085.6,28600.0,26940.3,28585.3,27428.1,10.14455246,440.0
618,1673654400.0,28565.7,30452.8,28565.7,30125.0,29894.7,21.50795577,1063.0
619,1673740800.0,30030.0,30097.1,29486.7,29919.9,29737.6,6.05180069,336.0
620,1673827200.0,29886.1,30779.3,29696.3,30393.7,30122.4,17.90582558,757.0
621,1673913600.0,30355.4,30882.7,30002.0,30264.5,30425.6,16.4348504,675.0
622,1674000000.0,30308.8,30560.0,29250.0,29799.0,30233.2,21.69273537,878.0
623,1674086400.0,29779.8,30580.1,29758.3,30450.0,30049.7,31.75349713,961.0
624,1674172800.0,30449.9,32605.1,30005.7,32585.0,30593.9,15.24174159,497.0
625,1674259200.0,32581.5,33597.9,32358.0,32799.1,32778.2,11.80594656,559.0
626,1674345600.0,32798.9,33234.9,32145.4,32610.5,32757.7,6.9515108,389.0
627,1674432000.0,32555.4,33021.7,32312.0,32694.9,32658.4,10.82544932,602.0
628,1674518400.0,32644.5,32940.0,32104.0,32145.7,32689.6,9.66629053,491.0
629,1674604800.0,32230.7,33450.3,31590.6,32553.2,31933.5,43.7769738,2372.0
630,1674691200.0,32542.8,32740.8,32221.8,32418.4,32459.6,12.93641829,606.0
631,1674777600.0,32408.2,32975.8,31749.0,32527.5,32347.5,14.23574473,476.0
632,1674864000.0,32467.0,32649.6,32234.1,32381.8,32428.7,6.00535959,332.0
633,1674950400.0,32483.7,33683.8,32365.2,33511.2,33145.4,11.01627094,440.0
634,1675036800.0,33502.0,33557.7,32041.4,32433.3,32973.4,18.47923443,753.0
635,1675123200.0,32425.0,33064.1,32300.0,32852.0,32705.7,19.65588562,793.0
636,1675209600.0,32858.9,33391.9,32395.5,33242.6,32706.6,23.16883826,850.0
637,1675296000.0,33242.6,34154.5,33197.0,33197.0,33506.6,20.63653206,932.0
638,1675382400.0,33439.7,34036.1,33171.5,33890.0,33501.8,13.85222489,932.0
639,1675468800.0,33864.5,34075.7,33602.7,33707.7,33841.2,13.85858994,616.0
640,1675555200.0,33711.3,33886.9,33001.0,33208.5,33440.0,9.70880646,738.0
641,1675641600.0,33234.5,33700.7,32682.7,33034.9,33234.3,13.67926487,944.0
642,1675728000.0,33027.8,33499.9,32919.6,33383.9,33184.5,12.63323068,827.0
643,1675814400.0,33380.0,33598.7,32800.0,33147.6,33271.1,17.79968337,674.0
644,1675900800.0,33156.7,33250.8,31296.6,31504.7,32462.7,14.21135199,751.0
645,1675987200.0,31426.3,31716.0,31094.4,31298.3,31530.7,16.7898647,767.0
646,1676073600.0,31255.1,31688.4,31251.7,31685.1,31378.0,3.24628669,322.0
647,1676160000.0,31679.3,31986.9,31322.3,31479.7,31687.4,5.46466319,342.0
648,1676246400.0,31545.2,31993.3,30700.8,31993.3,31470.0,18.96030214,922.0
649,1676332800.0,31251.9,31947.1,30995.9,31755.5,31445.7,24.56631301,882.0
650,1676419200.0,31748.8,35256.4,31594.3,35139.0,32426.4,37.83271064,1237.0
651,1676505600.0,35177.8,36659.9,34200.7,34309.9,35551.9,42.85635581,1879.0
652,1676592000.0,34200.7,36310.2,34090.8,35730.1,34977.4,18.69867989,837.0
653,1676678400.0,35730.6,36068.7,35586.5,35885.6,35834.9,4.39675792,450.0
654,1676764800.0,35869.1,36682.8,35341.0,35453.8,35771.5,6.33904732,422.0
655,1676851200.0,35381.9,36241.2,34747.6,35805.7,35753.8,33.70638543,1106.0
656,1676937600.0,35930.2,36641.7,35190.7,35627.8,36068.4,24.34566778,702.0
657,1677024000.0,35491.4,35629.2,34713.2,35570.1,35322.3,21.21146798,647.0
658,1677110400.0,35577.1,36073.9,34770.0,35117.6,35566.2,23.73642864,872.0
659,1677196800.0,35166.1,35521.4,34000.0,34500.9,35026.4,15.848851,800.0
660,1677283200.0,34500.2,34555.0,34082.0,34524.5,34392.9,12.73093445,471.0
661,1677369600.0,34473.9,35227.0,34405.0,34987.0,34782.5,5.52866845,515.0
662,1677456000.0,34987.5,35499.9,34401.4,34855.1,34968.1,14.88168731,797.0
663,1677542400.0,34798.0,34970.4,34358.5,34367.6,34732.8,8.94972375,485.0
664,1677628800.0,34390.9,35365.9,34390.9,34945.6,34968.1,9.71327842,448.0
665,1677715200.0,34945.9,35114.2,34525.1,34842.6,34796.3,10.12081157,605.0
666,1677801600.0,34779.1,34812.2,32753.6,33028.3,33144.4,18.54303558,863.0
667,1677888000.0,32975.3,33192.1,32915.8,33088.3,33080.6,5.69124329,460.0
668,1677974400.0,33124.5,33584.8,33051.7,33244.8,33305.2,6.02369394,334.0
669,1678060800.0,33255.2,33525.9,33043.9,33224.1,33229.8,13.96277503,778.0
670,1678147200.0,33238.7,33795.4,33180.4,33632.3,33473.3,13.91957794,601.0
671,1678233600.0,33632.3,33749.1,32798.9,32829.3,33486.3,21.05393107,758.0
672,1678320000.0,32815.3,33015.3,30492.2,30957.4,31963.6,18.94218549,704.0
673,1678406400.0,30925.0,30925.0,29789.0,30644.8,30387.0,19.24548842,1004.0
674,1678492800.0,30738.5,31605.9,29806.7,30897.0,30616.9,41.73218601,1904.0
675,1678579200.0,30985.6,33262.5,30735.1,33212.6,31728.4,13.85026046,641.0
676,1678665600.0,33181.5,36446.7,32653.4,35755.6,34519.8,45.82967795,1882.0
677,1678752000.0,35754.4,39264.9,35641.3,36748.3,37249.3,42.6510146,1852.0
678,1678838400.0,36748.8,37730.8,36071.0,36682.6,36898.6,18.21660157,660.0
679,1678924800.0,36689.4,37842.9,36414.1,37562.2,37054.1,14.4134571,609.0
680,1679011200.0,37594.9,41570.7,37435.4,40919.6,39383.9,24.25672143,823.0
681,1679097600.0,40932.6,41476.4,40017.4,40305.2,40993.8,23.37340824,691.0
682,1679184000.0,40334.8,42400.0,40099.0,41779.8,41320.9,17.08406377,587.0
683,1679270400.0,41829.2,42675.0,40717.7,41416.1,41851.3,29.85813358,1031.0
684,1679356800.0,41387.7,42729.8,40984.3,42191.4,41777.6,14.53832267,802.0
685,1679443200.0,42190.0,43105.7,39775.8,40748.0,41931.6,32.97615598,1278.0
686,1679529600.0,40745.8,42649.0,40495.4,42344.3,41247.7,19.94766326,827.0
687,1679616000.0,42421.9,42500.0,40690.3,41227.3,42189.5,38.18096095,1477.0
688,1679702400.0,41283.5,41727.6,40922.5,41374.2,41377.6,10.83324101,668.0
689,1679788800.0,41372.4,42396.5,41335.3,42108.6,41889.4,12.90124736,560.0
690,1679875200.0,42109.5,42224.4,40000.0,40715.8,41419.1,18.43018062,817.0
691,1679961600.0,40712.1,40875.7,39926.3,40619.2,40331.0,5.86645125,551.0
692,1680048000.0,40646.2,42800.0,40639.0,42317.6,41990.2,14.55177792,1027.0
693,1680134400.0,42380.7,43500.0,41363.9,41674.6,42606.7,12.4799106,885.0
694,1680220800.0,41734.5,42758.3,41218.3,42564.4,41859.6,5.33620812,580.0
695,1680307200.0,42574.8,42868.3,42292.5,42553.9,42561.2,5.5694257,446.0
