,unixtimestap,open,high,low,close,vwap,volume,count
108,1631145600.0,62693.9,64059.5,61885.8,63073.3,62833.1,10.85551888,549.0
109,1631232000.0,63040.0,63980.8,60403.6,61048.2,62806.0,10.13845012,663.0
110,1631318400.0,61245.2,62550.3,61245.2,61615.5,61938.7,2.45337042,233.0
111,1631404800.0,61760.2,63084.0,61222.5,62580.2,62261.1,7.74654724,728.0
112,1631491200.0,62796.4,63352.4,59420.7,61150.2,60852.3,7.24548919,630.0
113,1631577600.0,61150.0,64643.1,60900.0,64379.4,62684.1,9.44921604,490.0
114,1631664000.0,64350.9,66106.9,64116.4,65781.7,65129.0,9.11047554,420.0
115,1631750400.0,65700.0,66525.0,64790.3,65676.9,65844.2,5.17819409,295.0
116,1631836800.0,65695.3,66288.7,64600.0,65204.8,65418.4,10.05108626,318.0
117,1631923200.0,65275.5,67230.8,65129.4,66489.1,66697.8,1.95422251,191.0
118,1632009600.0,66737.4,66737.4,64602.8,65152.7,65453.0,7.0834867,313.0
119,1632096000.0,65150.0,65244.3,58834.0,59106.6,60572.4,24.3652243,992.0
120,1632182400.0,59301.4,60243.2,55159.8,56424.6,58502.5,68.70377747,2035.0
121,1632268800.0,56388.8,60497.2,56279.4,60410.0,58615.8,9.8711057,602.0
122,1632355200.0,60327.0,61852.6,59741.2,61705.6,61006.2,8.86861342,463.0
123,1632441600.0,61773.4,62184.1,56631.3,59037.1,58893.1,17.23111148,1441.0
124,1632528000.0,59101.9,59285.7,57688.5,59038.6,58986.6,4.70895002,257.0
125,1632614400.0,58797.5,60717.9,56526.3,59805.2,59150.5,5.94387447,386.0
126,1632700800.0,59579.7,61169.2,58065.6,58123.7,60430.1,10.04746754,625.0
127,1632787200.0,58120.4,58815.9,56752.7,56788.2,57872.2,8.66514575,387.0
128,1632873600.0,56803.9,59123.7,56600.0,58007.2,58404.6,11.20399986,401.0
129,1632960000.0,58057.2,61010.0,57895.0,60736.5,60021.1,7.69315038,329.0
130,1633046400.0,60835.8,66908.1,59928.3,66220.0,63506.8,16.28663258,733.0
131,1633132800.0,66374.5,66688.0,65448.5,65763.6,65901.8,5.89170445,378.0
132,1633219200.0,65851.0,67832.6,65120.5,66450.8,66270.2,7.60540449,351.0
133,1633305600.0,66396.9,68000.0,64671.0,67677.9,66160.1,15.67233757,536.0
134,1633392000.0,67747.9,71344.7,67624.3,70912.8,68946.7,8.9538126,434.0
135,1633478400.0,70617.9,76496.4,70000.0,76035.1,73078.9,18.41827691,759.0
136,1633564800.0,76154.5,76154.5,73348.0,73745.2,74780.3,7.27641748,404.0
137,1633651200.0,73937.7,76798.2,73541.6,73971.5,74603.7,9.48470818,442.0
138,1633737600.0,73947.9,76024.5,73668.1,75648.0,74952.5,6.11882365,395.0
139,1633824000.0,75673.2,77452.2,74517.0,75187.6,75983.6,7.74642312,411.0
140,1633910400.0,75126.4,78841.2,74905.8,78524.8,77563.5,14.52591983,546.0
141,1633996800.0,78390.5,78642.2,73895.0,76632.2,77517.9,104.54879751,1845.0
142,1634083200.0,76672.4,78258.9,74013.5,77894.2,76520.0,49.57797461,790.0
143,1634169600.0,77841.6,79401.0,77000.0,77323.9,77966.6,11.39505571,596.0
144,1634256000.0,77350.5,84476.4,76884.3,83441.1,81422.9,18.14113478,851.0
145,1634342400.0,83155.2,84246.6,81521.2,82350.3,82955.4,8.92373312,402.0
146,1634428800.0,81945.0,83328.1,79995.7,83068.9,81507.4,8.70783245,501.0
147,1634515200.0,83084.6,84656.7,81488.9,83758.3,83775.8,10.73612933,669.0
148,1634601600.0,83752.9,86310.6,82567.9,86022.3,84104.4,19.12181736,820.0
149,1634688000.0,86022.3,90010.1,84892.2,88530.6,87427.6,65.02840078,3074.0
150,1634774400.0,88322.1,89541.7,83317.3,83749.9,86818.8,102.84420581,2012.0
151,1634860800.0,83691.7,85034.8,80618.6,81499.1,83708.7,18.06663533,817.0
152,1634947200.0,81332.9,82815.5,80370.8,82393.1,81895.0,5.34814424,409.0
153,1635033600.0,82410.8,82424.1,80344.5,81703.0,81403.0,4.78779407,442.0
154,1635120000.0,81792.6,85281.7,81510.9,84388.0,84287.0,135.13033875,2083.0
155,1635206400.0,84498.0,84687.9,80450.7,80680.5,83208.1,22.16874123,902.0
